crews,popularity,imdb_avgRating
Jonathan Brandstein,0.6,7.0
Jonathan Braucher,0.6,6.4
Jonathan Bross,0.6,5.3
Jonathan Brown,0.6,5.633333333333333
Jonathan Caouette,0.699,7.1
Jonathan Carloff,0.6,2.1
Jonathan Cates,0.6,5.25
Jonathan Cavendish,0.6,6.1
Jonathan Chiti,0.6,
Jonathan Cipiti,0.6,7.6
Jonathan Clark,0.6,2.1
Jonathan Coe,0.6,5.3
Jonathan Collicott,0.6,9.2
Jonathan Cornick,1.4,6.25
Jonathan Craven,0.618,5.8
Jonathan Crayford,0.6,4.85
Jonathan Crosby,0.6,7.2
Jonathan D. Krane,0.6,4.666666666666667
Jonathan Dana,0.98,6.050000000000001
Jonathan Debin,0.6,5.9
Jonathan Deckter,0.6,5.7
Jonathan Del Gatto,0.6,6.033333333333332
Jonathan Delafon,0.6,5.6
Jonathan Demme,1.4000000000000001,6.971428571428572
Jonathan Dillon,0.6,5.6
Jonathan Dimock,0.6,5.4
Jonathan Dueck,1.4000000000000001,4.083333333333333
Jonathan Elias,1.4,6.2
Jonathan Eliot,0.6,4.3
Jonathan Figg,0.6,3.0
Jonathan Filley,0.6,7.2
Jonathan Fish,0.6,4.8
Jonathan Forsythe,0.6,7.6
Jonathan Frakes,2.097,4.75
Jonathan Frank,1.4,6.1
Jonathan Frantz,0.6,7.3
Jonathan Freedman,0.6,4.2
Jonathan Freeman,0.6,6.8
Jonathan G. Fisher,0.6,7.8
Jonathan Gathorne-Hardy,0.6,6.1
Jonathan Gill,0.6,
Jonathan Glatzer,0.6,5.4
Jonathan Glickman,0.6,5.766666666666667
Jonathan Goldberger,0.6,6.0
Jonathan Goldsmith,0.6,6.95
Jonathan Gordon,2.2680000000000002,6.214285714285715
Jonathan Graham,0.6,4.3
Jonathan Gray,0.6,8.8
Jonathan Greenberg,0.6,6.6
Jonathan Grossman,0.6,
Jonathan Hale,0.6,3.7
Jonathan Hall,0.764,4.55
Jonathan Harris,0.6,5.9
Jonathan Hely-Hutchinson,1.38,5.8
Jonathan Hensleigh,2.077,6.366666666666667
Jonathan Herron,1.008,5.0
Jonathan Hession,0.98,6.5
Jonathan Hock,0.6,7.433333333333333
Jonathan Hook,0.6,6.1
Jonathan Hunt,0.6,6.7
Jonathan Jaeger,0.6,7.8
Jonathan Jakubowicz,0.6,6.5
Jonathan James Abalos Albano,0.6,2.6
Jonathan Karlsen,0.6,6.5
Jonathan Karsh,0.6,8.2
Jonathan Kasdan,0.762,6.4
Jonathan Ke Quan,2.831,7.4
Jonathan Kendall,0.6,3.2
Jonathan Kennerley,0.6,4.9
Jonathan Kesselman,0.6,6.1
Jonathan Kim,0.6,6.8
Jonathan King,0.6,6.066666666666666
Jonathan Klajman,0.6,5.7
Jonathan Kovel,0.6,8.0
Jonathan Landau,0.6,6.4
Jonathan Lee,0.99,5.5
Jonathan Lemkin,0.6,7.2
Jonathan Lethem,0.84,5.8
Jonathan Levine,0.769,6.25
Jonathan Liebert,0.6,4.8
Jonathan Lynn,1.38,6.166666666666667
Jonathan M. Black,0.6,4.9
Jonathan M. Flicker,0.6,6.5
Jonathan Marc Sherman,0.6,5.2
Jonathan Marlow,0.6,8.0
Jonathan McHugh,1.586,5.4125000000000005
Jonathan McKinstry,0.84,5.3
Jonathan McLaughlin,0.6,3.2
Jonathan Metzger,0.6,4.8
Jonathan Meyers,0.6,5.7
Jonathan Montepare,1.614,7.5
Jonathan Morris,0.6,7.25
Jonathan Mostow,1.348,6.6
Jonathan Newman,0.6,5.6
Jonathan Nicol,0.6,
Jonathan Nolan,2.446,8.625
Jonathan Nossiter,0.98,5.9
Jonathan Null,1.22,6.28
Jonathan Nunan,0.98,9.8
Jonathan Oakes,0.6,5.3
Jonathan Ogilvie,0.6,5.4
Jonathan Olive,0.6,4.733333333333333
Jonathan Oppenheim,0.6,8.3
Jonathan P. Shaw,0.6,5.85
Jonathan Parker,0.694,5.65
Jonathan Penner,0.84,4.1
Jonathan Perel,0.6,5.0
Jonathan Price,0.6,
Jonathan Privett,0.6,6.6
Jonathan Raymond,0.694,6.8
Jonathan Resnick,0.6,7.3
Jonathan Richter,0.6,8.8
Jonathan Ridings,0.6,5.4
Jonathan Ross Gilbert,0.6,4.4
Jonathan Rothbart,0.828,5.3
Jonathan Roumie,1.22,5.6
Jonathan Saal,0.6,7.4
Jonathan Sachar,1.4,4.949999999999999
Jonathan Sadoff,0.6,5.6
Jonathan Sanger,1.012,6.459999999999999
Jonathan Scheuer,0.6,6.7
Jonathan Schorr,0.6,6.2
Jonathan Schwartz,1.13,6.779999999999999
Jonathan Seaborn,0.6,
Jonathan Segal,0.6,4.8
Jonathan Sehring,0.6,6.949999999999999
Jonathan Sela,1.5809999999999997,5.699999999999999
Jonathan Sequeira,0.6,
Jonathan Shell,0.6,6.4
Jonathan Shestack,0.6,5.9
Jonathan Shoemaker,0.6,6.1
Jonathan Shore,0.6,5.066666666666666
Jonathan Shteinman,0.6,6.5
Jonathan Silver Scott,0.6,7.6
Jonathan Sizemore,0.6,5.0
Jonathan Sjöberg,0.6,4.2
Jonathan Skurnik,0.6,
Jonathan Sobol,0.607,5.1
Jonathan Stack,0.6,5.0
Jonathan Stern,0.6,5.4
Jonathan Strauss,0.6,7.0
Jonathan Tappin,0.6,
Jonathan Teplitzky,0.828,6.5
Jonathan Thies,0.6,5.8
Jonathan Trigell,0.6,7.6
Jonathan Tunick,0.6,7.0
Jonathan Tydor,0.98,3.2
Jonathan Van Essche,0.6,6.4
Jonathan Vanger,1.4,5.5
Jonathan Vanneste,0.6,5.2
Jonathan Vinel,0.98,
Jonathan W. Stokes,0.6,6.8
Jonathan Wakeham,0.6,
Jonathan Wales,0.6,6.4
Jonathan Walls,0.6,7.6
Jonathan Wang,0.6,
Jonathan Weaver,0.6,6.5
Jonathan Weisgal,0.6,6.2
Jonathan Weiss,0.6,5.7
Jonathan Winfrey,0.84,4.7
Jonathan Woodford-Robinson,0.6,6.15
Jonathan Wyche,0.6,8.6
Jonathan Wysocki,0.6,7.7
Jonathan Yudis,0.6,4.5
Jonathan Yunger,0.6,
Jonathan Zarantonello,1.4,4.6
Jonathan auf der Heide,0.728,6.6
Jonathan de la Luz,0.828,6.3
Jonathon Green,0.6,
Jonathon Kitchen,0.6,4.9
Jonathon Wong Bong,0.6,4.35
Joneatsman Aldana,0.6,1.7
Jong Lin,0.6,6.766666666666667
Jong-geum Mun,0.6,4.7
Jong-hyeon Choi,0.6,6.5
Jong-jin Paik,0.6,6.4
Jong-keun Park,0.6,6.5
Jong-moo Sung,0.6,7.2
Jong-oh Hong,0.6,4.9
Jong-seok Kim,0.6,4.2
Joni Galvin,0.6,6.0
Joni Running Bear,0.6,6.5
Jonisha Rios,0.828,6.8
Jonita Gandhi,0.607,3.4
Jonny Brookes,0.6,5.0
Jonny Campbell,0.6,5.8
Jonny Dry,0.6,3.9
Jonny Franklin,0.84,6.2
Jonny Gillette,0.6,4.2
Jonny Halberg,0.6,6.3
Jonny Persey,0.6,7.4
Jonny Revolt,0.6,4.5
Jonny Winograd,0.6,6.1
Jono Griffith,0.6,7.8
Jono Hall,0.6,4.6
Jono Smith,0.6,4.7
Jonty Acton,0.6,3.0
Jonty Singh Rawat,0.6,6.0
Jonás Cuarón,0.652,6.9
Joo Kyeong-joong,0.6,6.6
Joo Seong-Rim,0.6,5.7
Joo Yeob Lee,0.6,5.7
Joo-man Kim,0.6,5.2
Joon Bum Ahn,0.6,7.1
Joon-Seok Sol,0.98,6.266666666666667
Joona Jaakkola,0.6,7.6
Joona Louhivuori,0.6,6.18
Joona Tena,0.6,5.6
Joonas Berghäll,0.6,7.1
Joong Kim,0.6,7.7
Joost Langeveld,0.6,5.2
Joost Rietdijk,0.6,6.8
Joost Schrickx,0.6,8.9
Joost Van Schie,0.6,5.8
Joost Wynant,0.6,6.9
Joost de Vries,0.6,7.0
Joost van Gelder,0.6,6.733333333333334
Joost van Starrenburg,0.6,5.7
Jophery C. Brown,1.194,6.4
Joppo in de Grot,0.6,6.85
Jor Van Kline,0.6,7.2
Joram Lürsen,0.6,6.5
Joram Moreka,0.6,7.2
Joram Willink,0.6,6.449999999999999
Jorane,0.828,7.2
Jordan Alan,0.6,5.3
Jordan Albertsen,0.6,4.9
Jordan Arabejo,0.6,7.25
Jordan Barker,0.847,5.199999999999999
Jordan Beswick,0.6,6.199999999999999
Jordan Booth,0.6,5.8
Jordan Brady,1.214,5.666666666666667
Jordan Brettholz,0.6,5.9
Jordan Cahan,0.6,5.9
Jordan Cantello,0.6,4.6
Jordan Delic,1.214,7.1
Jordan Estall,0.6,7.1
Jordan Fields,0.6,4.2
Jordan Gertner,0.6,6.1
Jordan Gilmour,0.6,8.0
Jordan Graff,0.6,2.4
Jordan Graham,0.6,5.2
Jordan Hawley,0.6,5.8
Jordan Hill,0.6,7.4
Jordan Hoffman,0.6,5.8
Jordan Itkowitz,0.6,6.1
Jordan J. Miller,0.6,7.2
Jordan Jacobs,0.6,6.5
Jordan Jordanov,0.6,3.45
Jordan Katon,0.6,6.7
Jordan Katz,0.6,5.5
Jordan Kerner,1.62,5.633333333333333
Jordan Krug,0.6,5.3
Jordan Levy,0.6,3.4
Jordan Lynn,0.6,5.0
Jordan Melamed,0.6,7.3
Jordan Moffet,1.4,5.3
Jordan Mokriski,0.6,3.1
Jordan Paley,0.6,4.699999999999999
Jordan Peele,4.33,
Jordan Peralta,0.6,7.9
Jordan Plevnes,0.6,6.1
Jordan Roberts,0.7639999999999999,5.2
Jordan Samuel,1.686,6.285714285714286
Jordan Sheehan,1.4,7.2
Jordan Thompson-Deson,0.6,6.7
Jordan Walker,0.84,5.8
Jordan Walker-Pearlman,0.694,4.95
Jordan Wayne Long,0.6,5.4
Jordan Wilby,0.6,7.1
Jordana Berg,0.6,7.225
Jordi Arencón,0.6,1.9
Jordi Balló,0.6,6.9
Jordi Barrachina,0.6,6.3
Jordi Berenguer,1.38,5.05
Jordi Cadena,1.4,6.9
Jordi Galceran,0.6,7.2
Jordi Gasull,0.69,5.85
Jordi Llompart,0.6,6.6
Jordi Meya,0.6,6.7
Jordi Mollà,1.228,4.5
Jordi Niubò,0.608,6.666666666666667
Jordi Puntí,0.6,4.8
Jordi Reixach,0.6,6.9
Jordi Ribas,0.6,6.3
Jordi Roigé,0.6,7.5
Jordi San Agustín,0.6,5.4
Jordi Sánchez,0.84,6.6
Jordi Torrent,0.6,7.300000000000001
Jordi Vidal,0.6,6.3
Jorga Mesfin,0.6,
Jorge Aguilera,0.6,6.4
Jorge Alberto Sánchez,0.6,6.6
Jorge Alfredo,0.6,7.9
Jorge Algora,0.6,6.3
Jorge Aliaga,0.6,5.65
Jorge Almeida,0.6,6.3
Jorge Alvarez,0.6,4.8
Jorge Alí Triana,1.0,5.949999999999999
Jorge Amado,0.6,6.3
Jorge Ameer,0.608,3.675
Jorge Araujo,0.6,5.9
Jorge Arriagada,0.5999999999999999,6.9300000000000015
Jorge Avalos,0.6,6.7
Jorge Ben Jor,0.6,7.2
Jorge Benítez,0.6,3.9
Jorge Berlanga,0.6,3.6
Jorge Blanco,0.6,6.0
Jorge Borrelli,0.6,7.3
Jorge Bouza,0.6,5.9
Jorge Calderón,0.6,6.8
Jorge Camacho,0.6,6.1
Jorge Cohen,0.6,6.3
Jorge Coira,0.6,6.050000000000001
Jorge Colón,0.6,6.1
Jorge Contreras,0.98,5.9
Jorge Cramez,0.6,5.800000000000001
Jorge De Bernardi,0.6,4.8
Jorge Drexler,0.6,6.4
Jorge Du Peixe,0.6,6.7
Jorge Durán,0.884,5.82
Jorge Echeverri,0.6,5.949999999999999
Jorge Ernesto Lanata,0.6,6.5
Jorge Fernando,0.6,3.966666666666667
Jorge Ferrari,0.6,6.975
Jorge Firdman,0.6,7.3
Jorge Fratta,0.6,7.1
Jorge Furtado,0.7400000000000001,6.7727272727272725
Jorge Gaggero,0.6,7.2
Jorge Gallego,0.6,6.6
Jorge García,0.6,5.4
Jorge Gentile,0.6,6.4
Jorge Goldenberg,0.6,6.0
Jorge González Vasquez,0.6,6.233333333333333
Jorge Guerricaechevarría,0.6239999999999999,6.21
Jorge Gundín,0.6,7.3
Jorge Gutiérrez Jiménez,0.6,3.7
Jorge Hernández Aldana,0.6,4.7
Jorge Hernández Lobo,0.6,3.7
Jorge Hidalgo,0.6,4.6
Jorge Huergo,0.828,4.3
Jorge Iglesias,0.6,4.6
Jorge Lara,0.6,4.3
Jorge Luis Sánchez,0.6,7.5
Jorge López Sotomayor,0.6,4.7
Jorge Macaya,0.6,6.1
Jorge Macedo,0.6,
Jorge Manzano,0.6,5.4
Jorge Michel Grau,0.84,7.1
Jorge Mondello,0.6,7.8
Jorge Montesi,1.22,4.4
Jorge Moreno,0.6,6.1
Jorge Muñoz Cobo,0.6,3.4
Jorge Olguín,0.6,4.466666666666668
Jorge Omar Pérez,0.6,5.5
Jorge Palma,0.6,7.2
Jorge Pelicano,0.6,6.25
Jorge Pereirinha Pires,0.6,7.0
Jorge Piwowarski,0.6,6.433333333333334
Jorge Polaco,0.6,5.949999999999999
Jorge Prior,0.6,7.6
Jorge Pérez De Arce,0.6,5.8
Jorge Queiroga,0.828,6.8
Jorge Ramírez Suárez,0.6,6.4
Jorge Reynoso,0.6,5.1
Jorge Rocca,0.6,4.35
Jorge Rodríguez,0.6,6.0
Jorge Rojas Buscaglia,0.6,6.3
Jorge Rossi,0.6,6.6
Jorge Rubio Cazarín,0.6,5.4
Jorge Saldanha,0.6,6.9
Jorge Salvador,0.6,2.3
Jorge Sanjinés,0.608,3.6
Jorge Saralegui,0.694,4.9
Jorge Sarmientos,0.6,6.6
Jorge Sempere,0.6,5.5
Jorge Silva Melo,0.6,7.2
Jorge Stavropulos,0.6,5.8
Jorge Sánchez,0.6,7.0
Jorge Sánchez-Cabezudo,0.608,7.1
Jorge Valdés García,0.6,2.3
Jorge Valencia,0.6,4.4
Jorge Vega,0.6,4.3
Jorge Z. López,0.6,4.683333333333334
Jorge Zima,0.6,5.0
Jorge Zuhair Jury,0.6,7.0
Jorge de Tharso,0.98,6.1
Jorgea Hernando,0.6,6.4
Jorgelina Depetris Pochintesta,0.6,6.68
Jorgos Stergiou,0.6,7.7
Jori Woodman,0.6,4.3
Jorina King,0.6,6.0
Joris Brouwers,0.6,7.5
Joris Kerbosch,0.6,5.8
Jorjee Douglass,1.094,7.3
Jorma Reinilä,0.6,4.7
Jorma Taccone,3.277,4.65
Jorma Tommila,1.428,6.1
Jorrit Garretsen,0.6,4.8
Jorunn Myklebust Syversen,0.6,5.3
Jory Adam,0.6,6.0
Jory Weitz,0.6,5.824999999999999
Jos Stelling,0.6,6.6
Jos de Putter,0.6,6.8
Jos van der Linden,0.6,4.6
Jos van der Pal,0.6,6.1
Josafá Veloso,0.6,6.8
Jose 'Flecha' Hernandez,0.84,5.7
Jose 'Kaka' Balagtas,0.6,7.5
Jose A. Barrios,0.6,7.7
Jose A. Jiménez,0.6,5.1
Jose A. Parody,0.6,8.2
Jose Alberto Hernandez,0.6,6.4
Jose Antonio Mateos,0.6,6.1
Jose Balagtas,0.6,3.6
Jose Balido,0.6,5.4
Jose C. Garcia de Letona,0.6,6.5
Jose C. Komesu,0.6,3.9
Jose Cabrera,0.98,6.7
Jose Cadena,0.6,7.0
Jose Cancela,0.6,7.1
Jose Cuello,0.6,6.4
"Jose Dalisay, Jr.",1.094,5.6
Jose F. Lacaba,0.84,
Jose Figueroa,0.6,1.5
Jose Franklin,0.6,7.3
Jose Javier Reyes,0.9800000000000003,6.561904761904761
Jose L. Rodriguez,1.008,5.0
Jose Ligero,0.6,6.9
Jose Lisandro Sanchez,0.6,6.6
Jose Luis Muñoz,0.6,6.2
Jose Magan,0.6,4.2
Jose Magan Perez,0.6,3.0
Jose Mari Goenaga,0.608,5.5
Jose Maria Dutilh,0.6,6.4
Jose Maria Lara,0.6,6.1
Jose Miguel Ibarretxe,0.6,5.0
Jose Mojica,0.6,5.2
Jose Mora,0.6,4.0
Jose N. Carreon,0.6,6.066666666666666
Jose Ortiz,0.6,5.3
Jose Padilla Perez,0.6,6.6
Jose Pedro Brito,0.6,6.7
Jose Poernomo,0.6,5.75
Jose Punnoose,0.6,4.0
Jose Quiroz,0.6,3.7
Jose Recuenco,0.6,7.5
Jose Reyes Bencomo,0.6,6.45
Jose Thomas,0.6,4.5
Jose Zelaya,1.4,6.6
Josean Gómez,0.6,6.533333333333334
Josef Aichholzer,0.6,5.75
Josef Albrecht,0.6,6.5
Josef Bach,0.6,7.2
Josef Bardanashvili,0.6,7.1
Josef Borovička,0.6,6.7
Josef Dlouhý,0.6,7.2
Josef Einwanger,0.6,6.2
Josef Fares,1.55,6.666666666666667
Josef Hader,0.609,7.6
Josef Jelínek,0.6,3.233333333333333
Josef Knauer,0.6,8.4
Josef Mandelbaum,0.6,4.4
Josef Martin Bauer,0.828,7.4
Josef Perez Lopez,0.6,6.5
Josef Rusnak,0.98,4.2
Josef Sanktjohanser,0.6,5.9
Josef Searle,0.6,
Josef Valušiak,0.605,7.0
Josef Vecerek,0.98,5.5
Josef Špelda,0.6,5.3
Josefin Dean,0.6,5.3
Josefin Åsberg,0.6,7.3
Josefina Lubojacki,0.6,
Josefina López,0.6,6.8
Josefine Lindner,0.6,6.5
Josefína Borecká,0.6,5.8
Joselin Linder,0.6,7.7
Joselito Altarejos,0.6,5.4
Josell Ramos,0.6,7.6
Josep Amorós,0.694,6.166666666666667
Josep Antoni Salgot i Vila,0.6,5.7
Josep Gatell,0.828,5.3
Josep M. Civit,0.6,6.34
Josep Maria Domènech,0.716,7.3
Josep Maria Forn,0.694,6.9
Josep Rosell,0.6,5.050000000000001
Josep Sanou,0.6,6.2
Joseph 'Bo' Colen,0.6,8.3
Joseph A. Armetta,0.6,2.4
Joseph A. Ciota,0.6,7.5
Joseph Agresta,0.6,4.7
Joseph Allen,0.6,7.0
Joseph Ariola,0.6,3.85
Joseph B. Tintfass,0.6,5.95
Joseph Baker,0.6,7.3
Joseph Barbera,9.551,4.633333333333334
Joseph Bechor,0.6,6.9
Joseph Bell,0.84,5.1
Joseph Beuys,0.656,7.7
Joseph Bishara,1.59,4.466666666666667
Joseph Blasioli,0.6,7.6
Joseph Blaustein,0.6,5.1
Joseph Borruso,0.6,7.4
Joseph Brown,0.6,2.9
Joseph Camilleri,0.6,3.4
Joseph Castelo,0.98,6.8
Joseph Cedar,0.6,6.766666666666667
Joseph Chan,0.6,5.5
Joseph Cheung Man-Kwong,0.6,5.7
Joseph Chou,0.6,5.05
Joseph Conlan,0.6,4.75
Joseph Connolly,0.6,6.5
Joseph Culp,1.154,7.2
Joseph D. Murphy,0.6,6.3
Joseph Daniel Ellis,0.6,3.7
Joseph DePompeii,0.6,3.9
Joseph Drake,0.6,7.1
Joseph Dumoulin,0.6,
Joseph E. Reboudo,0.6,6.9
Joseph Emerling,0.6,6.3
Joseph F. Lovett,0.694,7.1
Joseph Farulla,1.62,6.15
Joseph Fitzpatrick,0.6,4.7
Joseph Ford Proctor,0.6,3.6
Joseph Frantz,0.828,5.3
Joseph Friel,0.6,4.6
Joseph Garofalo,0.6,8.7
Joseph Gaï Ramaka,0.6,6.0
Joseph Giammorcaro,0.6,6.9
Joseph Graham,0.694,4.6
Joseph Greco,0.6,6.6
Joseph Guerin,0.6,6.6
Joseph Gutowski,0.6,4.1
Joseph Hiura,1.22,6.2
Joseph Infantolino,0.6,5.9
Joseph Jaxson,0.6,4.8
Joseph Jiries,0.6,5.5
Joseph Keppler,0.6,6.8
Joseph Kpobly,0.6,7.6
Joseph Kurtz,0.6,2.4
Joseph Lang,0.6,4.8
Joseph Lederer,0.6,5.8
Joseph Litsch,0.6,5.8
Joseph LoDuca,0.6,5.5
Joseph M. Caracciolo Jr.,0.8859999999999999,6.18
Joseph M. Setele,0.6,4.35
Joseph M. Smith,0.6,5.4
Joseph Martin,0.6,3.0
Joseph Mazzaferro,0.6,5.3
Joseph Merhi,1.145,4.433333333333334
Joseph Middleton,0.607,5.993333333333333
Joseph Minion,1.38,7.2
Joseph Montgomery,0.6,5.65
Joseph Morder,0.6,6.1
Joseph Morris,0.6,6.9
Joseph Nellickal,0.6,4.4
Joseph Onisserril,0.6,2.4
Joseph Orr,0.828,6.6
Joseph P. Genier,0.6,5.050000000000001
Joseph P. Reidy,1.5820000000000003,7.220000000000001
Joseph Palmeri,0.6,5.8
Joseph Parlagreco,0.6,7.3
Joseph Patrick Finn,0.6,5.1
Joseph Pevey,0.6,4.2
Joseph Pierson,0.694,7.1
Joseph Pitchhadze,0.6,7.15
Joseph Plonsky,0.6,6.1
Joseph R. De Guzman,0.6,5.7
Joseph R. Fitzgerald,0.6,5.2
Joseph Ramos,0.6,6.0
Joseph Raso,0.6,
Joseph Rassulo,0.6,7.4
Joseph Rice,0.6,2.1
Joseph Rouschop,0.6,6.433333333333334
Joseph Russio,0.6,8.4
Joseph S. Alfieri,0.6,6.6
Joseph S. Djafar,1.4,5.8999999999999995
Joseph Saikaley,0.6,5.5
Joseph Schultz,0.6,6.0
Joseph Seif,0.6,5.4
Joseph Shalack,0.6,5.8
Joseph Strub,0.6,6.9
Joseph Suarez,0.6,5.8
Joseph T. Garrity,0.6,5.4
Joseph Thompson,0.6,2.5
Joseph Triebwasser,0.6,6.2
Joseph Troia,0.6,6.2
Joseph Umoibom,0.6,6.5
Joseph Vijeesh,0.6,
Joseph Vilsmaier,1.38,6.300000000000001
Joseph Vitarelli,0.6,6.1
Joseph Vittorie,0.6,4.6
Joseph Voce,0.6,5.2
Joseph W. Sarno,1.649,4.6
Joseph White,0.828,6.133333333333333
Joseph Zamora,0.6,6.0
Joseph Zito,0.652,3.05
Joseph von Stern,0.6,5.1
Josephina Sykes,0.6,4.833333333333333
Josephine Chan,0.98,5.6
Josephine Wiggs,0.6,6.5
Josephine de Montjoye,0.6,7.1
Josetxo San Mateo,0.6,5.166666666666667
José María Gomez,0.6,6.1
Josh	Enck,0.6,
Josh A. Cagan,0.98,6.3
Josh Appelbaum,1.17,
Josh Appignanesi,0.6,4.6
Josh Arnold,0.6,6.7
Josh Aronson,0.6,4.4
Josh Ben Friedman,0.6,5.0
Josh Blue,0.6,6.9
Josh Bratman,1.094,5.3
Josh Braun,0.6,8.2
Josh Breckeen,0.6,5.3
Josh Campbell,1.38,6.5
Josh Caza,0.6,
Josh Clay Phillips,0.6,
Josh Crane,0.6,7.9
Josh Crook,0.6,4.4
Josh Doke,0.6,
Josh Eggleston,0.6,5.4
Josh Eisenstadt,1.048,3.5
Josh Enck,0.6,
Josh Evans,0.6,5.6
Josh Fifarek,0.6,6.8
Josh Fong,0.6,4.3
Josh Fox,0.6,
Josh Friedman,2.793,6.05
Josh Galvin,0.6,4.7
Josh Gilbert,0.907,5.55
Josh Godfrey,0.6,7.5
Josh Goldsmith,1.052,6.300000000000001
Josh Gordon,0.618,6.1
Josh H. Etting,0.6,5.6
Josh Hakian,0.6,5.0
Josh Harrison,0.6,4.6
Josh Hartnett,6.548,7.7
Josh Heald,0.769,5.2
Josh Heilbronner,0.6,6.2
Josh Horton,0.6,6.0
Josh Huffine,0.6,2.8
Josh Itzkowitz,0.6,
Josh Keppel,0.6,7.4
Josh Kesselman,0.6,3.1
Josh Kleefeld,0.6,6.4
Josh Kornbluth,1.38,6.2
Josh Koury,0.6,7.2
Josh Kurz,0.6,7.3
Josh Lacey,0.6,8.9
Josh Lawson,1.698,7.0
Josh LeBlanc,0.98,4.0
Josh Lieberman,0.6,6.2
Josh Lively,0.6,3.3
Josh Lovig,0.694,5.7
Josh Mancell,0.6,4.6
Josh Marquette,0.6,8.2
Josh McLaglen,0.738,4.8
Josh McLaughlin,0.629,5.3
Josh Miller,0.98,4.266666666666667
Josh Muscatine,0.6,6.1
Josh Noyes,0.828,5.966666666666666
Josh O'Neil,0.6,7.4
Josh Olson,0.6,3.8
Josh Otten,0.6,6.6
Josh Pate,0.652,5.8
Josh Peterson,0.6,7.1
Josh Rifkin,0.6,5.15
Josh Rose,1.38,6.0
Josh Ruben,0.6,5.7
Josh Rubin,0.828,7.4
Josh Safdie,2.503,6.2
Josh Siegal,0.608,4.6
Josh Siemens,0.6,6.2
Josh Silfen,0.6,6.15
Josh Silver,0.6,4.3
Josh Stafford,0.6,1.5
Josh Sternfeld,0.6,6.1
Josh Stolberg,1.201,5.599999999999999
Josh Sutherland,0.6,5.4
Josh Townsend,0.6,5.9
Josh Turi,0.828,5.0
Josh Wardle,0.6,6.3
Josh Webb,0.6,5.0
Josh Wick,0.6,5.7
Josh Zaentz,0.694,6.9
Joshiy,0.694,5.033333333333334
Joshua Allen,0.6,5.9
Joshua Altman,0.608,7.2
Joshua Atesh Litle,0.6,5.0
Joshua B. Dasal,0.6,7.8
Joshua Blum,0.828,6.8
Joshua Boles,0.6,
Joshua Bovinette,0.6,
Joshua Brown,0.6,6.3
Joshua Capp,0.6,7.4
Joshua Cary,0.6,5.2
Joshua Chaplinsky,0.6,6.8
Joshua Charson,0.6,6.5
Joshua Chiang,0.6,7.1
Joshua Cordes,1.645,5.4
Joshua D. Comen,1.2140000000000002,6.266666666666667
Joshua Donen,0.98,5.7
Joshua Erlich,0.6,6.6
Joshua Fardon,0.608,7.1
Joshua Gil,0.6,6.1
Joshua Goldin,0.656,6.1
Joshua J. Smith,0.6,6.6
Joshua Leibner,0.6,5.9
Joshua Leonard,1.864,6.949999999999999
Joshua Ligairi,0.98,6.7
Joshua Long,0.6,5.1
Joshua Marston,0.652,7.4
Joshua Michael Stern,0.605,6.35
Joshua Milrad,0.982,7.5
Joshua Minnick,0.6,
Joshua Minyard,0.6,3.1
Joshua Myers,0.6,5.1
Joshua Nelson,0.6,4.449999999999999
Joshua Newton,0.6,5.3
Joshua Oppenheimer,1.1,5.133333333333334
Joshua Peter Laurenzi,0.84,5.2
Joshua Reyles,0.6,6.0
Joshua Sanchez,0.6,5.8
Joshua Seftel,0.6,5.6
Joshua Sinclair,1.616,6.0
Joshua Sreedhar,0.6,6.25
Joshua Sternin,1.614,5.766666666666667
Joshua Taylor,0.6,7.1
Joshua Thomas,0.6,7.7
Joshua Tickell,0.6,7.5
Joshua Wade,1.38,5.3
Joshua Whitford,0.6,7.4
Joshua Will,0.6,3.7
Joshua Winchester,0.6,5.7
Joshua Zeman,0.694,5.8
Josi García,0.6,7.6
Josiah Hiponia,0.6,7.9
Josiah Kibira,0.6,7.2
Josiane Balasko,3.0050000000000003,4.966666666666667
Josie Hess,0.6,8.0
Josie Mackenzie,0.6,8.2
Josie Rourke,0.694,
Josie Stewart,1.38,4.2
Josie Swantek,0.6,7.8
Josip Cvenić,0.6,6.4
Josip Mlakić,0.6,6.9
Joslyn Barnes,0.6,6.7
Josmar Bueno Júnior,0.6,6.4
Joss Barratt,0.6,7.5
Joss Sanglier,0.6,4.6
Joss Skottowe,2.192,7.26
Joss Whedon,5.182,7.12
Jost Hering,0.6,6.75
Josu Cejuela,0.6,4.3
Josu Inchaustegui,0.6,6.0
Josu Mitxelena,0.6,5.5
Josue Clotaire Fleurimond,1.38,5.6
Josue Hernández,0.6,6.0
Josue Suárez,0.6,7.6
Josune Lasa,0.6,5.75
Josué Guadalupe,0.6,8.3
Josué Méndez,0.648,6.199999999999999
Josza Anjembe,0.6,
"José ""Jochi"" Melero",0.6,6.9
"José ""Pepe"" Ojeda",0.6,4.4
José 'Pepe' Pérez,0.6,5.7
José A. Cortés Amunárriz,0.6,7.0
José A. Manovel,0.6,7.0
José A. Sánchez,0.6,6.2
José Alba,0.6,7.1
José Alcala,0.6,6.3
José Alirio Rojas,0.6,4.6
José Alvarenga Jr.,1.22,6.65
José Amaral,0.6,7.5
José Antonio,0.6,7.0
José Antonio Bermúdez,0.6,5.9
