crews,popularity,imdb_avgRating
José Antonio Dorado,0.6,6.4
José Antonio Félez,0.6,6.633333333333333
José Antonio Garcia,0.6,7.1
José Antonio García Villameriel,0.6,5.6
José Antonio Hergueta,0.6,6.0
José Antonio Molina,0.6,6.4
José Antonio Ortega,0.6,4.4
José Antonio Pérez Giner,0.828,6.55
José Antonio Quirós,0.6,5.9
José Antonio Romero,0.6,6.3
José Antonio Sáinz de Vicuña,1.4,6.4
José Antonio Sánchez,0.6,5.2
José Antonio Vitoria,1.052,5.0
José António Loureiro,0.6,6.114285714285715
José Antônio Pinheiro,0.6,6.6
José Araripe Jr.,0.6,6.633333333333333
José Barahona,0.6,5.05
José Buil,0.6,5.7
José Cardoso Pires,0.6,6.5
José Carlos Benítez,0.6,6.6
José Carlos de Oliveira,0.6,4.366666666666666
José Carvalho,0.6,6.3
José Casillas,0.6,5.8
José Corbacho,0.6,6.2
José Cândido de Carvalho,0.98,5.9
José Donoso,0.6,6.6
José E. Caldararo,0.6,6.1
José Edgar Feldman,0.6,5.866666666666667
José Eduardo Alcázar,0.6,
José Eduardo Belmonte,1.4,5.75
José Eduardo López,0.6,4.0
José Eduardo Rocha,0.6,6.5
José Egea,0.6,6.1
José Elí Pérez,0.6,7.8
José Enrique Crousillat,0.6,7.1
José Enrique March,0.6,6.6
José Enrique Pintor,0.98,6.3
José Escobar,0.6,7.2
José Fanha,0.6,6.6
José Farinha,0.6,6.2
José Fonseca e Costa,0.6,6.35
José Frade,0.6,4.0
José Francisco Pinheiro,0.6,7.0
José Frazão,0.6,4.4
José Galindo,0.6,4.0
José García Galisteo,0.6,3.3
José García Hernández,0.6,5.9
José George Rodrigues Alves,0.656,4.6
José Gilberto Molinari Rosaly,0.6,8.8
José Giovanni,1.495,6.050000000000001
José Glusman,0.6,5.9
José Guerra,0.6,5.7
José Haro,0.6,4.15
José Henrique Fonseca,1.008,7.2
José Ibáñez,0.6,6.0
José Ignacio Álvarez,0.656,6.75
José Iván Santiago,0.6,5.2
José J. Herring,0.6,3.0
José Joffily,0.6,7.5
José Juan Almela,0.6,3.9
José Juan Franco,0.6,6.6
José Latuff,0.6,6.3
José Lavigne,0.656,4.2
José Luis Acosta,0.6,5.3
José Luis Alcaine,0.9800000000000003,6.209090909090909
José Luis Alcaine Bartolomé,0.6,
José Luis Arredondo,0.6,5.5
José Luis Arrizabalaga,0.6,6.0
José Luis Borau,1.62,5.85
José Luis Castiñeira de Dios,0.6,5.7
José Luis Cuerda,0.6,6.3
José Luis Garci,0.8280000000000001,6.588888888888889
José Luis García,0.6,6.8
José Luis García Agraz,0.6,6.0
José Luis García Arrojo,0.6,7.1
José Luis García Berlanga,0.6,4.2
José Luis García Sánchez,1.128,5.416666666666667
José Luis Guerin,0.6,6.9
José Luis Gutiérrez,0.648,6.6
José Luis Gómez,0.652,8.3
José Luis López,0.6,7.9
José Luis López-Linares,0.6,7.300000000000001
José Luis Marqués,0.6,5.0
José Luis Massa,0.6,4.55
José Luis Montero,0.6,4.5
José Luis Moreno,0.6,7.1
José Luis Olaizola,0.98,7.1
José Luis Reinoso,0.6,5.6
José Luis Torres Leiva,0.6,6.133333333333333
José Luis Álvarez,0.6,6.1
José Luiz Sasso,0.6,6.639999999999999
José Luís Borges Coelho,0.6,5.6
José López Rodero,0.84,3.9
José Manuel Carrasco,0.6,7.0
José Manuel Fernández,0.6,6.4
José Manuel González,0.608,6.5
José Manuel Gómez,0.6,5.8
José Manuel Jiménez,0.694,6.9
José Manuel Pagán,0.6,6.9
José Manuel Prieto,0.6,5.2
José Manuel Rodrigues,0.98,5.8
José Manuel Sahli,0.6,6.6
José Maria Borrell,0.6,5.2
José Martínez,0.6,6.1
José María 'Pigu' Gómez,0.6,4.6
José María Bloch,0.6,6.2
José María Calleja,0.6,5.58
José María González,0.6,2.9
José María González Sinde,0.6,4.45
José María Irisarri,0.6,6.7
José María Lara,0.6,6.1
José María Morales,0.608,6.925
José María Ortega,0.6,6.1
José María Vitier,0.6,7.0
José María Zavala,0.6,7.2
José María de Orbe,0.6,6.8
José María del Peón,0.6,3.4
José Massagué,0.6,6.0
José Mazeda,0.6,6.666666666666667
José Medina,0.6,
José Miguel Enriquez,0.6,3.7
José Miguel Fernández Sastrón,0.6,4.25
José Miguel Figueroa,0.6,
José Miguel Juárez,0.6,5.4
José Miguel López,0.6,5.6
José Miguel Tobar,0.6,7.1000000000000005
José Miguel Wisnik,0.6,7.9
José Mojica Marins,0.99,6.0
José Moreau Louzeiro,0.6,6.8
José Mário Branco,0.828,5.6
José Márquez,0.98,4.4
José Nascimento,0.828,6.15
José Neves,0.6,5.8
José Nieto,0.6,5.35
José Pablo Feinmann,0.6,6.0
José Padilha,0.699,7.9
José Padilla,0.6,5.2
José Pedro Penha,0.6,6.2
José Pepe Bojórquez,0.6,6.2
José Pierre,0.6,4.7
José Pozo,0.6,5.05
José Quetglás,0.6,6.133333333333334
José R. Novo,0.6,6.7
José R. Román,0.6,6.6
José R. Varona,0.6,5.34
José Ramón Chávez Delgado,0.6,
José Ramón Da Cruz,0.6,5.9
José Ramón Elizondo,0.6,6.1
José Ramón Novoa,0.6,6.15
José Rivera,0.6,6.699999999999999
José Roberto Eliezer,0.6,6.133333333333333
José Roberto Torero,1.3999999999999997,6.6000000000000005
José Roberto Vila,1.22,4.25
José Rodrigues Miguéis,0.6,6.3
José Rubens Hirsch,0.6,6.0
José Régio,0.6,6.3
José Sacramento,0.6,6.1
José Salcedo,0.9800000000000003,6.164285714285714
José Saramago,0.972,6.25
José Sarney,0.6,7.0
José Semprún,0.6,3.2
José Sánchez Varela,0.6,6.8
José Sánchez-Sanz,0.6,4.5
José Tadeu Ribeiro,0.6,6.3999999999999995
José Tomé,0.6,
José Trullenque,0.6,5.7
José Valdebenito,0.6,
José Velasco,0.6,5.166666666666666
José Vico,0.6,5.3
José Walter Lima,0.6,
José Zaragoza,0.6,6.6
José de Carvalho,0.6,7.0
José de Sá Caetano,0.6,6.2
José de la Vega,0.6,4.4
José van Doorn,0.6,7.0
José Álvaro Morais,0.6,6.233333333333333
José Ángel Esteban,0.98,6.0
José Ángel Hevia,0.6,6.2
José Ángel Manrique,0.6,6.4
Josée Boisvert,0.6,4.9
Josée Dayan,0.6,6.0
Josée Deshaies,0.6,6.033333333333332
Josée Pilon,0.6,6.5
Josée Vallée,0.6,4.9
Joth Riggs,0.6,
Jothi Lingam,0.6,7.2
Jothi Pushpa,0.6,7.1
Jouet Mosenson,0.6,6.2
Jouko Aaltonen,0.6,7.3
Jouko Lumme,0.6,6.8
Joulie Wheeler,0.6,7.6
Joung Yong-ju,0.6,5.9
Jouni Mervas,0.98,6.1
Jourdan Henderson,0.828,7.0
Jourdan Krauss,0.6,4.7
Jovan Ajder,0.6,6.0
Jovan Arsenic,0.6,5.3
Jovan B. Todorović,0.7,6.8
Jovan Manov,0.6,7.0
Jovan Popović,0.98,6.8
Joven Tan,0.6,6.26
Joven Velasco,0.6,5.0
Jovinor Munar Tan,0.6,6.8
Jovo Kljajic,0.6,6.7
Jowan Le Besco,0.6,5.8
Joxean Sagastizabal,0.6,7.0
Joy Augustine,0.6,6.6
Joy Czerwonky,0.6,4.35
Joy Dickson,0.6,6.5
Joy Dietrich,0.6,7.7
Joy Galane,0.6,6.5
Joy Jones,0.6,1.4
Joy Marfil,0.6,6.400000000000001
Joy Pallassery,0.632,5.0
Joy Puntawe,0.6,
Joy Saez,0.6,6.1
Joy Supratim,0.6,9.1
Joy Thomas Sakthikulangara,0.6,6.6
Joy Todd,0.6,4.1000000000000005
Joy Wilkinson,0.6,
Joy Zapata,1.3800000000000001,6.557142857142857
Joya Hoyt,1.38,4.7
Joyce Brabner,0.6,7.4
Joyce Brand,0.6,3.5999999999999996
Joyce Buñuel,0.828,6.4
Joyce Cheung Pui-Wah,0.6,5.9
Joyce Desmond,0.6,5.2
Joyce E. Bernal,1.8829999999999993,6.688235294117647
Joyce Eliason,0.828,7.9
Joyce Gallie,0.6,6.7
Joyce Giraud,1.4,6.5
Joyce Marling,0.694,5.6
Joyce Nettles,0.6,6.750000000000001
Joyce North,0.6,4.3
Joyce Pierpoline,0.6,5.4
Joyce Renee Lewis,0.6,5.2
Joyce Romano,0.6,6.7
Joyce Schure,0.6,6.6
Joyce Schweickert,0.6,6.0
Joyce Ventura,0.6,5.7
Joyce Westergaard,0.6,3.5
Joyce Wold,0.6,4.8
Joyce Yang,0.6,5.6
Joyce van Diepen,0.6,6.699999999999999
Joyceln Woo Yen Yen,0.6,6.5
Joyceln Yen Yen Woo,0.6,6.9
Joydeb Ghosh,0.6,
Joze Guardia,0.6,5.1
Jozef Cíger Hronský,0.6,6.7
Jozef Paštéka,0.6,5.6
Jozefien Ysebie,0.6,6.8
Jozo Patljak,0.6,7.300000000000001
Jozua Malherbe,0.6,6.550000000000001
João Alves,0.6,6.4
João Barone,0.6,7.3
João Batista de Andrade,0.6,6.466666666666666
João Botelho,0.6542857142857142,4.96
João Braz,0.5999999999999999,6.027272727272727
João Bueno,0.6,6.35
João Calvário,0.6,6.2
João Canijo,0.6,6.674999999999999
João Cayatte,0.6,6.5
João Constâncio,0.6,6.35
João César Monteiro,0.721,5.95
João Emanuel Carneiro,0.6,6.180000000000001
João Falcão,0.6,6.566666666666667
João Fernandes,0.84,5.0
João Figueiras,0.6,6.1
João Fonseca,0.6,7.2
João Gil,0.6,6.3
João Gilberto Noll,0.6,5.6
João Godoy,0.6,6.1
João Guerra,0.6,6.9
João Jardim,1.4,7.9
João Lança Morais,0.6,7.0
João Leal,0.6,6.8
João Lopes,0.6,4.85
João Machado,0.6,5.1
João Marco da Gama,0.6,6.8
João Martins,0.6,6.6
João Matos,0.6,5.25
João Miguel,4.294,7.4
João Morais,0.98,8.4
João Moreira,0.6,7.1
João Moreira Salles,0.6,8.166666666666668
João Mário Grilo,1.3999999999999997,5.85
João Máximo,0.6,5.0
João Nicolau,0.6,7.0
João Nunes,0.6,6.0
João Paulo Carvalho,0.6,3.5999999999999996
João Paulo Jabur,0.6,6.3
João Paulo Mendonça,0.6,3.2
João Paulo Ribeiro,0.6,5.3
João Pedro Bénard,1.4,6.25
João Pedro Plácido,0.6,
João Pedro Rodrigues,1.048,5.8
João Pereira,0.6,5.15
João Quadros,0.6,6.3
João Queiroz Filho,0.6,6.6
João Ribeiro,0.6,7.050000000000001
João Rodrigo Mattos,0.6,
João Rui Guerra da Mata,0.6,5.8
João Torres,0.6,6.8
João Ubaldo Ribeiro,1.22,5.9
João Victor Dos Santos,0.6,
João Victor R. Barroso,0.6,
João de Bártolo,0.6,6.4
Joël Bassaget,0.6,6.0
Joël Brisse,0.6,6.2
Joël Champetier,0.6,5.8
Joël Farges,0.6,6.7
Joël Rangon,0.6,5.8
Joële Van Effenterre,0.98,5.8999999999999995
Joëlle Alauzet,0.6,6.7
Joëlle Bertossa,0.6,6.4
Joëlle Dufour,0.6,6.9
Joëlle Hache,0.6,6.675
Jraz Recto,0.6,7.2
Jsu Garcia,1.96,5.5
Ju Sung-lim,0.6,6.25
Ju-hun Yun,0.6,6.5
Ju-kang Park,0.6,7.6
Ju-kuan Hsiao,0.6,7.2
Ju-ri Hong,0.6,5.8
Ju-yeon Son,0.6,6.0
Juan A. Mas,0.6,4.95
Juan Alexander,0.6,6.366666666666667
Juan Alonso,0.828,6.2
Juan Amorós,0.6,5.1
Juan Andres Salfate,0.98,4.2
Juan Andrés Bueno,0.6,5.2
Juan Andrés Condon,0.6,6.800000000000001
Juan Antonio Porto,0.652,3.9
Juan Antonio Sáez,0.6,
Juan Antonio de la Riva,0.6,6.6
Juan Antín,0.6,6.7
Juan Bardem,0.6,5.1
Juan Bautista Berasategi,0.6,6.5
Juan Bautista Stagnaro,0.6,5.6
Juan Blanco,0.6,6.7
Juan Borrell,0.6,7.3
Juan Botella,0.6,6.1
Juan Broussain,0.6,5.3
Juan Burgos,0.6,4.9
Juan Calvo,0.6,5.2
Juan Camilo Jaramillo,0.6,7.2
Juan Camilo Pinzón,0.6,5.7
Juan Carlos Arroyo,0.6,6.15
Juan Carlos Blancas,0.6,6.1
Juan Carlos Bustamante,0.6,6.3
Juan Carlos Caro,0.6,4.2
Juan Carlos Carrasco,1.4,4.3
Juan Carlos Castillo,0.6,5.6
Juan Carlos Cid,0.6,7.8
Juan Carlos Claver,0.6,5.0
Juan Carlos Concha Rivero,0.6,7.5
Juan Carlos Concha Riveros,0.6,7.5
Juan Carlos Cremata Malberti,0.6,6.6
Juan Carlos Cuello,0.6,6.6
Juan Carlos Desanzo,0.694,6.9
Juan Carlos Falcón,0.6,6.1
Juan Carlos Fresnadillo,0.6,6.9
Juan Carlos Gallego,0.6,5.2
Juan Carlos Guerrero Torres,0.6,5.8
Juan Carlos Gómez,0.6,5.96
Juan Carlos Lenardi,0.6,5.6
Juan Carlos López Durán,0.6,7.6
Juan Carlos Macías,0.6,6.1000000000000005
Juan Carlos Martín,0.6,6.5
Juan Carlos Moreno,0.6,6.9
Juan Carlos Onetti,0.6,5.6
Juan Carlos Promidi,0.6,5.1
Juan Carlos Pérez,0.6,7.2
Juan Carlos Rubio,0.6,4.566666666666666
Juan Carlos Rulfo,1.38,7.699999999999999
Juan Carlos Tabío,0.828,6.55
Juan Carlos Valdivia,0.98,6.1
Juan Carlos Vargas,0.6,3.3
Juan Carlos de Llaca,0.6,6.9
Juan Carlos de la Hoz,0.6,6.6
Juan Carlos di Prieto,0.6,5.1
Juan Carrión,0.6,4.8
Juan Castillero,0.6,
Juan Cavestany,0.6,4.5
Juan Cobos Wilkins,0.6,5.5
Juan Crespo,0.6,3.7
Juan Cristobal Delao,0.6,6.6
Juan Cruz,0.6,6.2
Juan Dakas,0.6,5.6
Juan De la Orden,0.6,6.4
Juan Diego Botto,2.112,5.7
Juan Diego Solanas,0.6,6.449999999999999
Juan Drago,0.6,5.5
Juan Durán,0.6,5.4
Juan Elías Tovar,0.6,7.4
Juan Eslava Galán,0.6,5.8
Juan Espinosa,0.6,6.0
Juan Esteban Suárez,0.6,
Juan Faerman,0.6,4.6
Juan Feldman,0.6,2.1
Juan Felipe Orozco,0.6,6.0
Juan Fernando Pérez Gavilán,0.694,6.0
Juan Ferro,0.98,6.666666666666667
Juan Fisher,0.6,6.7
Juan Francisco Cueto,0.6,4.2
Juan Frausto,0.6,4.8
Juan Galindo,0.6,
Juan Galiñanes,0.694,4.75
Juan Gerard,0.6,5.9
Juan Gil-Albert,0.6,6.6
Juan Gonzalía,0.6,6.5
Juan Gordon,0.6,5.233333333333333
Juan Guibelalde,0.6,6.8
Juan Guillermo Peña,0.6,6.7
Juan Ibáñez,0.6,6.0
Juan Ignacio Fernández Hoppe,0.6,8.4
Juan Ignacio Salgado,0.6,3.7
Juan Irigoyen,0.6,
Juan J Rodriguez,0.6,
Juan Jose Lopez,0.6,6.7
Juan José Arhanceth,0.6,7.1
Juan José Campanella,1.163,6.233333333333333
Juan José Jusid,0.6,4.5
Juan José Luzuriaga,0.6,6.3
Juan José Millás,0.6,5.5
Juan José Porto,0.694,5.1
Juan José Ramírez Mascaró,0.6,6.6
Juan José Vallejo,0.6,6.3
Juan Luis Galiardo,0.648,5.6
Juan Luis Iborra,0.694,6.08
Juan Madrid,0.6,5.25
Juan Mandarano,0.6,
Juan Manuel Eyheragaray,0.6,5.6
Juan Maria Mendoza,0.6,7.2
Juan Mario Roust,0.6,7.1
Juan Mario Sahagun,0.6,7.1
Juan Marsé,0.98,5.666666666666667
Juan Martínez Moreno,0.6,6.1
Juan María Ruiz Córdoba,0.98,5.4
Juan Miguel Aguilera,0.6,5.4
Juan Miguel Millares,0.828,8.2
Juan Miguel Vadell,0.728,4.949999999999999
Juan Millán,0.6,6.0
Juan Molina,0.6,5.266666666666667
Juan Montecchia,0.6,6.8
Juan Morales,0.6,7.0
Juan Morse,0.694,4.3
Juan Moya,0.6,7.1
Juan Muñoz,0.6,2.0
Juan Olmo,0.694,7.4
Juan Pablo Buscarini,1.4000000000000001,4.35
Juan Pablo Cortes,0.6,4.8
Juan Pablo Di Bitonto,0.6,6.1
Juan Pablo Domenech,0.6,6.5
Juan Pablo Galli,1.38,7.0
Juan Pablo Gugliotta,0.6,6.6
Juan Pablo Miller,0.6,6.566666666666666
Juan Pablo Miquirray,0.6,5.9
Juan Pablo Paez,0.6,5.8
Juan Pablo Rebella,0.6,7.05
Juan Pablo Urioste,0.6,6.2
Juan Pablo Villaseñor,0.6,5.8
Juan Padrón,0.828,6.6
Juan Patricio Riveroll,0.6,6.1
Juan Pedro Ortega García,0.6,2.9
Juan Pedro de Gaspar,0.6,5.2
Juan Peralta,1.128,6.625
Juan Pinzás,0.6,5.3
Juan Pittaluga,0.6,5.5
Juan Pulgar,0.6,7.1
Juan Ramón Molina,0.6,6.8
Juan Recacoechea,0.6,6.1
Juan Rodriguez Flores,0.6,3.6
Juan Ros,0.6,6.4
Juan Rosas,0.6,5.7
Juan Ruiz Anchía,0.6,7.2
Juan Sasturain,0.98,4.8
Juan Schnitman,0.6,5.85
Juan Silva,0.6,5.6
Juan Sorrentino,0.6,8.2
Juan Soto,0.6,5.7
Juan Taratuto,0.6,6.5
Juan Valdano,0.6,5.7
Juan Velarde,0.6,6.0
Juan Vicente Córdoba,0.98,5.55
Juan Vicente Pozuelo,0.6,5.05
Juan Villegas,0.6,5.9
Juan Villoro,0.6,5.6
Juan-Carlos Zapata,0.6,6.0
Juana García Blaya,0.6,6.5
Juana Hodari,0.6,
Juana Martínez,0.6,4.3
Juandini Liesmita,0.6,6.7
Juanes,0.6,6.8
Juanita Wilson,1.094,7.8
Juanito Benjamin,0.6,7.2
Juanjo Aranda,0.6,6.6
Juanjo Elordi,0.6,5.3
Juanjo Javierre,0.6,6.2
Juanjo Landa,0.6,4.4
Juanjo Martínez,0.6,
Juanjo Ortiz,0.6,4.3
Juanma Arance,0.6,6.2
Juanma Bajo Ulloa,0.732,6.1
Juanma Pagazaurtundua,0.6,6.4
Juanma Redondo,0.6,6.5
Juarez Dagoberto,0.6,6.6
Juarez Dagoberto Costa,0.6,5.6
Juarez Pavelak,0.6,6.0
Jub Clerc,0.828,3.5
Juca de Oliveira,0.6,6.0
Judah Sandhy,0.6,5.5
Judd Apatow,3.5900000000000016,6.4750000000000005
Judd Greener,0.6,5.3
Judd Ne'eman,0.6,6.4
Judd Nelson,3.157,4.5
Judd Nissen,0.6,6.4
Judd Payne,0.6,4.4
Jude Law,10.883,6.25
Jude S. Walko,0.938,2.1
Jude Weng,0.979,6.1
Judi Bagnato,0.6,2.1
Judi Giovanni,0.6,6.4
Judi McKee,0.6,5.7
Judi Townsend,0.98,6.1000000000000005
Judianna Makovsky,1.22,6.75
Judie Hoyt,0.6,7.9
Judit Czakó,0.6,6.4
Judit Góczán,0.6,6.0
Judit Halász,0.98,6.9
Judit Kopper,0.6,
Judit Maull,1.4,5.35
Judit Sajber,0.6,3.8
Judit Stalter,0.6,6.6
Judit Szép,0.6,7.2
Judita Krizova,0.6,8.2
Judith A. Cory,0.828,6.05
Judith Angerbauer,1.048,7.5
Judith Colell,1.094,6.75
Judith Dwan Hallet,0.6,8.1
Judith Erber,0.6,5.2
Judith Helfand,0.6,7.0
Judith Herzberg,0.6,6.9
Judith Kaufmann,0.6,6.614285714285715
Judith Limberger,0.6,7.2
Judith Thompson,0.6,5.8
Judith Trye,0.6,6.05
Judith Vreriks,0.6,7.7
Judith Williams,0.6,6.2
Judson Pearce Morgan,0.6,5.2
Judson Touby,0.6,7.7
Judy Bailey,0.828,5.4
Judy Becker,0.9800000000000003,6.681818181818182
Judy Cook,0.6,4.8
Judy Hecht Dumontet,0.6,5.4
Judy Henderson,0.6,5.9
Judy Irving,0.6,7.8
Judy Karp,0.6,7.55
Judy L. Ruskin,0.6,6.8
Judy Landers,1.96,5.8
Judy Lee,0.656,5.5
Judy Lou de Pio,0.6,7.300000000000001
Judy Lovell,0.6,5.9
Judy Murdock,1.5600000000000003,6.328571428571429
Judy Parkinson,0.6,6.8
Judy Ponder-Patton,0.6,6.1
Judy Reyes,1.96,3.8
Judy Rhee,1.38,6.433333333333334
Judy Rothman Rofé,0.6,5.1
Judy Shrewsbury,0.6,6.5
Judy Tossell,0.6,6.6
Judy Upton,0.6,5.5
Judy Yu,0.6,8.4
Juel Bestrop,0.7809999999999999,5.6428571428571415
Juerg Ebe,0.6,5.1
Jugal Hansraj,0.98,5.2
Jugal Sughand,0.6,8.6
Jugang Yan,0.6,7.2
Juggy D,0.6,6.15
Juha Koiranen,0.6,5.3
Juha Löppönen,0.98,7.6
Juha Pursiainen,0.6,4.5
Juha Siltala,0.6,3.6
Juha Wuolijoki,0.98,7.1
Juhi Chaturvedi,0.694,6.3
Juhi Chawla,1.025,6.433333333333333
Jui Feng Hsieh,0.6,
Jui-Yuan Tsao,0.6,6.9
Juice Huhtala,0.6,5.6
Juichi Uehara,0.6,5.3
Jujur Prananto,1.048,6.444444444444445
Jukka Asikainen,1.38,5.0
Jukka Helle,0.6,5.8
Jukka Hildén,0.6,6.1
Jukka Immonen,0.6,6.5
Jukka Kujala,0.6,6.45
Jukka Nykänen,0.6,6.34
Jukka Rintamäki,0.6,6.0
Jukka Talikka,0.6,6.8
Jukka Uusitalo,0.6,5.9
Jukka Vieno,0.6,4.6
Julen Aldabe,0.6,
Jules Bass,1.4,5.8
Jules Beesley,0.6,7.0
Jules Cook,1.9600000000000004,7.324999999999999
Jules O'Loughlin,0.6,6.25
Jules Verne,1.353,5.8
Jules de Niverville,0.6,6.5
Jules van den Steenhoven,0.6,6.275
Jules-Amédée Barbey d'Aurevilly,0.6,6.2
Juli Trotter,0.6,2.7
Juli Vizza,0.6,5.7
Juli-Ann Kay,0.6,5.2
Julia Bacha,0.6,7.9
Julia Berg,0.6,4.1
Julia Blackman,0.6,6.533333333333334
Julia Budzeyko,0.6,6.4
Julia Bunter,0.6,6.1
Julia Caston,0.9800000000000001,5.92
Julia Chasman,0.6,6.15
Julia Dahl,0.6,6.2
Julia Davis,0.683,3.5999999999999996
Julia Dehoff,0.928,4.8
Julia Drack,0.6,6.3
Julia Dray,0.6,5.5
Julia Elomäki,0.6,6.8
Julia Fouroux,0.6,5.9
Julia Fraser,0.6,7.3
Julia Gebauer,0.6,7.5
Julia Hart,0.772,6.2
Julia Jay Pierrepoint III,0.6,4.4
Julia Jay Pierrepont III,0.98,5.1
Julia Juaniz,0.6,6.675000000000001
Julia Kaczmarek,0.6,7.5
Julia Kim,0.6,4.1
Julia Kneusels,0.6,7.4
Julia Kopper,0.6,4.3
Julia Korolko,0.6,8.1
Julia Kwan,0.6,6.9
Julia LaJuett,0.6,2.6
Julia Lallas,0.6,5.9
Julia Lauren Stern,0.6,5.1
Julia Loktev,0.6,6.2
Julia Michelle Santiago,0.6,7.6
Julia Montejo,0.6,5.8
Julia Moraes,0.6,6.7
Julia Muñoz,0.6,7.7
Julia Palau,0.6,6.5
Julia Pistor,1.4000000000000001,6.2124999999999995
Julia Query,0.6,6.3
Julia Ransom,0.6,7.1
Julia Reichert,0.98,8.7
Julia Rezende,0.6,6.7
Julia Roberts,5.86,6.5
Julia Rosenberg,0.6,7.0
Julia Schklair,0.6,4.0
Julia Sereny,1.4,5.5
Julia St. Pierre,0.6,2.6
Julia Stannard,0.6,6.8
Julia Suermondt,0.6,5.7
Julia Sweeney,1.4,8.3
Julia Taylor-Stanley,0.608,5.7
Julia Valentine,0.6,6.35
Julia Verdin,0.6,5.1
Julia Vitray,0.6,6.4
Julia Wall,0.6,5.7
Julia Wong,0.608,5.25
Julia Yip,0.6,7.2
Julia Yorks,1.22,2.5
Julia de Burgos,0.6,6.9
Julia von Frihling,0.6,4.8
Julia von Heinz,0.766,6.7
Julian Adams,0.6,5.3
Julian Andrade,0.6,6.2
Julian Ashby,0.6,6.5
Julian Atanassov,0.6,6.6
Julian Baner,0.6,5.0
Julian Benedikt,0.6,7.5
Julian Berger,0.6,
Julian Boote,0.6,4.0
Julian Bryant,0.6,4.7
Julian Caine,0.6,3.6
Julian Caparros,0.6,6.4
Julian Chojnacki,0.98,6.7
Julian Clarke,1.4,5.799999999999999
Julian Court,0.6,7.0
Julian Crouser,0.6,6.0
Julian Dahl,0.6,3.9
Julian Day,0.656,6.95
Julian Diaz Seijas,0.6,
Julian Dodwell,0.6,6.9
Julian Doyle,0.6,4.8
Julian Fellowes,2.6939999999999995,6.633333333333334
Julian Gilbey,0.6,3.4
Julian Grimmond,0.6,4.8
Julian Higgins,0.6,4.0
Julian Iragorri,0.6,6.8
Julian Jarrold,0.98,6.933333333333333
Julian Kean,0.6,4.7
Julian Kemp,0.6,5.800000000000001
Julian Kershaw,0.6,
Julian Klincewicz,0.6,7.5
Julian Lee,0.6,5.2
Julian Max Metter,0.6,4.0
Julian Nott,1.38,5.8
Julian Petrillo,0.6,6.9
Julian Pollack,0.6,8.1
Julian Richards,0.6,5.333333333333333
Julian Rodd,0.6,6.050000000000001
Julian Schnabel,0.6,7.2
Julian Simpson,0.728,8.6
Julian Slater,1.099,6.8999999999999995
Julian Southgate,0.6,5.5
Julian Stetter,0.6,5.3
Julian Summers,0.6,5.6
Julian T. Pinder,0.6,7.2
Julian Torres,0.6,6.3
Julian Vat,0.6,6.1
Julian Wall,0.6,5.0
Julian Wass,0.6,6.0
Julian Whatley,0.728,6.1
Julian Williams,0.6,7.4
Julian Willson,0.6,6.8
Juliana Janes ,0.6,4.8
Juliana Lobo,0.6,5.5
Juliana Maité Irizarry,0.6,4.4
Juliana Mendes,0.6,6.3
Juliana Penaranda,0.6,3.9
Juliana Prysthon,0.6,6.7
Juliana de Carvalho,0.6,4.6
Juliane Coury,0.6,7.2
Juliane Friedrich,0.6,6.0
Juliane Lorenz,0.6,5.5
Juliane Maier,0.6,6.2
Juliane Thevissen,0.6,7.3
Julianna Politsky,0.6,7.0
Juliano Castro,0.6,7.0
Juliano Mer-Khamis,0.828,8.1
Juliano Santos Alcoforado,0.6,4.2
Juliano Schultz,0.6,6.0
Julie Adams,1.094,6.65
Julie Ahlberg,0.6,8.1
Julie Anderson,0.6,1.8
Julie Ankerson,0.6,7.5
Julie Ashton,0.6,5.3
Julie Berghoff,1.139,6.8
Julie Bertuccelli,0.98,7.5
Julie Bilotta,0.6,6.4
Julie Bob Lombardi,0.6,7.2
Julie Brangstrup,0.6,6.5
Julie Briggs,0.6,5.0
Julie Carr,0.6,5.575
Julie Chevassus,0.6,6.1
Julie Christeas,0.6,5.9
Julie Cohen,0.6,
Julie D'Amour-Léger,0.6,5.4
Julie D'Antoni,0.6,5.8
Julie DJ Headroom Konop,0.6,6.8
Julie Davis,0.6,5.066666666666666
Julie Delpy,1.635,6.675
Julie Di Cataldo,0.6,4.9
Julie Dorf,0.6,6.7
Julie Duclaux,0.6,6.5
Julie Dunne,0.6,4.8
Julie Dupré,0.828,6.3
Julie Easley,0.6,3.8
Julie Eknes,0.6,6.3
Julie Faherty,0.6,6.1
Julie Feiner,1.108,6.2
Julie Fischer,0.6,7.4
Julie Flament,0.6,7.2
Julie Fong,0.6,7.2
Julie Friis Walenciak,0.6,6.4
Julie Garces,1.38,6.025
Julie Gavras,0.6,7.5
Julie Gilbert,0.6,6.3
Julie Glucksman,0.6,6.9
Julie Goldman,0.6,6.9
Julie Goldstein,0.6,6.5
Julie Groleau,0.6,5.9
Julie Haddon,0.6,8.6
Julie Harkin,0.6,6.5
Julie Hartley,0.6,6.2
Julie Hivon,0.6,7.0
Julie Jakobek,0.6,7.1
Julie K. Fujishima,0.6,6.3
Julie Kennedy,0.6,5.6
Julie Kirkham,0.6,6.4
Julie Kuehndorf,0.656,6.3
Julie LeBrocquy,0.6,7.3
Julie Lichter,0.6,6.1
Julie Lipinski,0.6,5.5
